url,source,publish_date,year,month,slug,clean_headline,similarity_score
https://www.antaranews.com/berita/4731941/harga-emas-24-maret-naik-tipis-jadi-rp1765-juta-per-gram,antaranews.com,2025-03-24,2025,3,harga emas 24 maret naik tipis jadi rp1765 juta per gram,harga emas maret naik tipis jadi rp juta per gram,0.8801599
https://www.antaranews.com/berita/4731933/harga-emas-antam-ubs-galeri24-di-pegadaian-stabil-jelang-lebaran,antaranews.com,2025-03-24,2025,3,harga emas antam ubs galeri24 di pegadaian stabil jelang lebaran,harga emas antam ubs galeri di pegadaian stabil jelang lebaran,0.77970415
https://www.antaranews.com/berita/4956273/harga-terbaru-emas-antam-naik-rp8000-ke-angka-rp1902-juta-gram,antaranews.com,2025-07-10,2025,7,harga terbaru emas antam naik rp8000 ke angka rp1902 juta gram,harga terbaru emas antam naik rp ke angka rp juta gram,0.90972483
https://jogja.antaranews.com/berita/773333/harga-emas-antam-stabil-ubs-galeri24-turun-di-pegadaian-4-oktober,antaranews.com,2025-10-04,2025,10,harga emas antam stabil ubs galeri24 turun di pegadaian 4 oktober,harga emas antam stabil ubs galeri turun di pegadaian oktober,0.87694156
https://www.antaranews.com/berita/5078089/harga-emas-antam-turun-tipis-jadi-rp1978-juta-per-gram,antaranews.com,2025-09-01,2025,9,harga emas antam turun tipis jadi rp1978 juta per gram,harga emas antam turun tipis jadi rp juta per gram,0.8303408
https://www.antaranews.com/berita/4748701/harga-emas-antam-hari-ini-turun-rp7-ribu-capai-rp1819-juta-per-gram,antaranews.com,2025-04-02,2025,4,harga emas antam hari ini turun rp7 ribu capai rp1819 juta per gram,harga emas antam hari ini turun rp ribu capai rp juta per gram,0.83915377
https://ramadhan.antaranews.com/berita/4748701/harga-emas-antam-hari-ini-turun-rp7-ribu-capai-rp1819-juta-per-gram,antaranews.com,2025-04-02,2025,4,harga emas antam hari ini turun rp7 ribu capai rp1819 juta per gram,harga emas antam hari ini turun rp ribu capai rp juta per gram,0.83915377
https://ramadhan.antaranews.com/berita/4748697/daftar-harga-emas-antam-ubs-galeri24-di-pegadaian-hari-ini,antaranews.com,2025-04-02,2025,4,daftar harga emas antam ubs galeri24 di pegadaian hari ini,daftar harga emas antam ubs galeri di pegadaian hari ini,0.7011456
https://www.antaranews.com/berita/4748697/daftar-harga-emas-antam-ubs-galeri24-di-pegadaian-hari-ini,antaranews.com,2025-04-02,2025,4,daftar harga emas antam ubs galeri24 di pegadaian hari ini,daftar harga emas antam ubs galeri di pegadaian hari ini,0.7011456
https://www.antaranews.com/berita/4748677/kemarin-harga-emas-antam-melonjak-hingga-diskon-tarif-arus-balik,antaranews.com,2025-04-02,2025,4,kemarin harga emas antam melonjak hingga diskon tarif arus balik,kemarin harga emas antam melonjak hingga diskon tarif arus balik,0.7530084
https://www.antaranews.com/berita/4748701/emas-antam-pada-h-2-lebaran-capai-rp1819-juta-per-gram,antaranews.com,2025-04-02,2025,4,emas antam pada h 2 lebaran capai rp1819 juta per gram,emas antam pada h lebaran capai rp juta per gram,0.90423584
https://www.antaranews.com/berita/4748697/harga-emas-antam-ubs-galeri24-naik-hingga-rp20000-pada-h-2-lebaran,antaranews.com,2025-04-02,2025,4,harga emas antam ubs galeri24 naik hingga rp20000 pada h 2 lebaran,harga emas antam ubs galeri naik hingga rp pada h lebaran,0.8087626
https://www.antaranews.com/berita/4993389/mendagri-tata-kelola-distribusi-beras-yang-baik-dapat-pengaruhi-harga,antaranews.com,2025-07-25,2025,7,mendagri tata kelola distribusi beras yang baik dapat pengaruhi harga,mendagri tata kelola distribusi beras yang baik dapat pengaruhi harga,0.7633352
https://www.antaranews.com/berita/5155465/harga-emas-antam-hari-ini-melonjak-rp11000-sentuh-rp225-juta-gram,antaranews.com,2025-10-06,2025,10,harga emas antam hari ini melonjak rp11000 sentuh rp225 juta gram,harga emas antam hari ini melonjak rp sentuh rp juta gram,0.90423197
https://www.antaranews.com/berita/5131904/polda-lampung-salurkan-413990-kg-berasuntuk-masyarakat,antaranews.com,2025-09-24,2025,9,polda lampung salurkan 413990 kg berasuntuk masyarakat,polda lampung salurkan kg berasuntuk masyarakat,0.76419306
https://www.antaranews.com/berita/4640325/harga-emas-antam-melonjak-jadi-rp1692-juta-per-gram,antaranews.com,2025-02-11,2025,2,harga emas antam melonjak jadi rp1692 juta per gram,harga emas antam melonjak jadi rp juta per gram,0.89715934
https://www.antaranews.com/berita/4653517/emas-antam-17-februari-turun-ke-angka-rp1671-juta-per-gram,antaranews.com,2025-02-17,2025,2,emas antam 17 februari turun ke angka rp1671 juta per gram,emas antam februari turun ke angka rp juta per gram,0.74804306
